village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha
Uriamguri,292250,100.6,330,59,2,,1,c,,,,,,0.0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,b,Yes,b,Yes,Yes,b,a,Yes,Yes,b,Yes,Yes,c,b,c,a,Yes,Yes,a,Yes,No,No,No,0.0,5.6,5.8,0.0,0.0,0.0,0.0,82.2,0.0,82.2
Tingrai Doom Gaon No.1 (Tingrai),292251,45.4,619,124,1,b,a,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,b,Yes,b,Yes,Yes,c,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0
Tingrai Doom Gaon No.2,292252,138.0,419,80,1,b,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
Gatong,292253,93.8,471,91,1,1,1,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,45.1,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0
Urimguri Block,292254,91.3,200,39,1,b,a,a,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,b,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,40.1,0.0,0.0,0.0,0.0,0.0,44.1,0.0,44.1
Deodhai No.2,292255,109.5,363,72,1,b,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,10.5,0.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0
Deodhai,292256,134.3,201,38,1,b,a,a,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,106.0
Merbil Grazing,292257,268.6,272,55,1,b,a,a,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,208.6,0.0,208.6
Merbil Grant No.5,292258,40.7,518,109,1,1,1,c,,,1.0,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,Yes,Yes,Yes,b,Yes,Yes,c,b,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,5.7,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0
Merbil Bhumuk,292259,136.4,673,137,1,b,b,a,,,,,,0.0,Yes,No,Yes,No,No,Yes,No,No,Yes,b,a,b,b,b,c,b,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,Yes,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
Dalamuri No.2,292260,70.2,592,122,1,b,a,a,,1.0,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,b,b,b,b,c,b,b,Yes,b,Yes,Yes,a,b,a,a,b,Yes,Yes,Yes,No,No,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0
Dalamuri,292261,104.3,201,38,1,b,a,a,,,,,,0.0,Yes,No,Yes,No,No,No,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,Yes,Yes,a,b,a,a,b,Yes,a,Yes,No,Yes,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0
Amguri Nepali,292262,301.0,842,159,1,b,b,b,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,b,Yes,b,Yes,Yes,b,b,b,Yes,b,Yes,Yes,Yes,No,No,No,0.0,60.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0
Amguri,292263,547.3,1964,396,2,3,1,1,1.0,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,Yes,c,Yes,Yes,c,b,b,Yes,Yes,Yes,Yes,c,c,c,a,Yes,Yes,Yes,Yes,No,No,No,68.4,169.4,2.7,33.5,7.5,0.0,0.0,0.0,0.0,0.0
Balipara,292264,231.2,973,202,1,1,1,b,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,Yes,b,c,b,Yes,Yes,b,Yes,Yes,c,b,c,a,Yes,Yes,Yes,Yes,No,No,No,30.0,100.6,2.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Sasoni Pather Gaon,292265,169.7,756,162,1,1,a,b,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,Yes,c,b,b,c,b,b,Yes,b,Yes,Yes,b,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,21.6,64.2,0.0,0.0,7.1,4.3,0.0,0.0,0.0,0.0
Sasoni,292266,192.3,334,74,1,1,a,b,,1.0,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,a,c,b,b,c,b,b,Yes,a,Yes,Yes,b,c,c,Yes,b,Yes,a,Yes,No,No,No,12.6,51.2,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
Khatua,292267,201.2,508,108,1,2,1,1,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,Yes,c,Yes,Yes,c,b,b,Yes,b,Yes,Yes,c,c,c,a,Yes,Yes,Yes,Yes,No,No,No,20.8,94.2,0.0,0.0,1.7,84.5,0.0,0.0,0.0,0.0
Halowa,292268,39.4,638,124,1,1,1,b,,,,,,0.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,c,Yes,c,b,c,c,c,a,Yes,b,Yes,Yes,c,c,c,a,b,Yes,Yes,Yes,No,No,No,0.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Kukura Phuia (Santipur),292269,150.5,766,157,1,c,a,a,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,c,c,c,c,b,c,a,Yes,b,Yes,Yes,c,c,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
Dhunda Nahar No.2,292270,47.4,343,78,1,1,a,a,,,1.0,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,a,b,a,a,c,c,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,20.1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Dhunda Nahar No.1,292271,41.3,308,64,1,b,a,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,c,Yes,b,Yes,Yes,c,b,c,Yes,b,Yes,a,Yes,No,No,No,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0
Dighalia Gaon,292272,104.9,532,100,1,b,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,15.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0
Dighalia Gaon No.2,292273,31.4,746,151,1,1,a,a,,,,,,0.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,b,a,b,b,c,c,a,b,Yes,b,Yes,Yes,b,c,b,a,b,Yes,Yes,Yes,No,No,No,0.0,0.6,0.0,0.0,0.0,3.4,11.2,11.2,0.0,11.2
Naharani Block No.2,292274,40.0,312,66,1,c,a,a,,,,,,0.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,c,b,c,c,c,c,c,a,Yes,b,Yes,Yes,b,c,b,a,b,Yes,a,Yes,No,No,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
Hukani No.2,292275,128.6,414,90,1,b,a,a,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,b,b,b,b,c,c,b,Yes,b,Yes,Yes,c,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
Ghugulani Bhalukani,292276,137.5,424,85,1,2,b,b,,,1.0,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,Yes,c,b,b,Yes,a,Yes,Yes,c,b,c,a,a,Yes,a,Yes,No,No,No,0.0,8.8,11.4,0.0,0.0,0.0,0.0,108.0,0.0,108.0
Ghulani Gaon No.2,292277,113.9,283,61,1,1,a,a,,,,,,0.0,No,No,No,Yes,Yes,Yes,No,No,Yes,b,a,b,a,a,c,c,a,Yes,a,Yes,Yes,c,c,c,a,b,Yes,a,Yes,No,No,No,0.0,17.0,18.1,20.4,0.0,2.0,0.0,21.3,0.0,21.3
Na-Khatia Sonowal No.2,292278,63.1,443,90,1,1,1,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,Yes,c,b,a,Yes,a,Yes,Yes,c,b,c,Yes,a,Yes,a,Yes,No,No,No,0.0,5.4,8.0,0.0,0.0,0.0,0.0,49.6,0.0,49.6
Dighali Block Gaon,292279,51.3,121,21,1,a,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,Yes,c,b,a,Yes,a,Yes,Yes,c,b,c,a,a,Yes,a,Yes,No,No,No,0.0,12.1,3.0,0.0,0.0,0.0,0.0,34.1,0.0,34.1
Hapmari Gaon,292280,251.2,131,28,a,a,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,Yes,c,b,a,Yes,a,Yes,Yes,c,b,c,a,a,a,a,Yes,No,No,No,0.0,50.1,6.7,0.0,0.0,0.0,0.0,179.7,0.0,179.7
Chakalia Gaon,292281,114.6,355,73,1,a,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,Yes,Yes,c,b,a,Yes,a,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,16.5,12.0,0.0,0.0,0.0,0.0,76.7,0.0,76.7
Paniyabura Pathar No.1,292282,7.5,2774,556,1,a,a,c,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,b,a,c,Yes,a,c,a,a,Yes,a,Yes,Yes,c,c,c,a,b,Yes,Yes,Yes,No,No,No,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5
Paniyabura Pathar No.2,292283,119.4,471,95,1,1,a,a,,,,,,0.0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,b,a,b,a,a,c,a,a,Yes,a,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,10.3,15.6,0.0,0.0,7.6,0.0,75.1,0.0,75.1
Naharani Block No.1,292284,23.5,624,139,1,c,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,c,Yes,c,b,c,c,a,a,Yes,b,Yes,Yes,c,c,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
Paniyabura No.1,292285,45.2,492,99,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,a,c,b,b,c,b,b,Yes,c,Yes,Yes,c,c,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,0.8,0.0,0.0,0.0,16.0,0.0,25.4,0.0,25.4
Paniyabura No.2,292286,7.5,502,108,2,1,1,1,,,,,,0.0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,c,a,c,a,c,c,a,a,Yes,a,Yes,Yes,c,c,c,a,b,Yes,Yes,Yes,No,No,No,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
Ghurania No.2,292287,40.2,645,139,1,a,a,b,,,,,,0.0,Yes,Yes,No,Yes,No,No,No,No,b,b,a,b,b,b,c,a,a,Yes,b,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,15.2
Merbandha Gaon,292288,20.8,636,123,1,a,a,b,,,,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,b,a,c,b,b,c,a,c,Yes,b,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,5.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
Na-Mati Block,292289,50.4,592,130,1,a,a,a,,,,,,0.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,c,a,c,a,a,c,Yes,a,Yes,a,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,15.0,0.0,10.4,0.0,0.0,0.0,25.0,0.0,25.0
Jamuguri Konwori Pathar,292290,205.6,748,153,1,a,a,b,,,,,,0.0,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,c,a,c,c,c,c,a,c,Yes,b,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,60.0,0.0,0.0,0.0,0.0,0.0,145.6,0.0,145.6
Naharani Gaon,292291,211.4,1449,309,4,2,1,c,1.0,1.0,,,1.0,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,c,c,b,Yes,Yes,Yes,c,c,b,Yes,b,Yes,Yes,c,c,c,a,b,Yes,Yes,Yes,No,No,No,0.0,12.2,1.7,0.0,0.0,0.0,0.0,182.1,0.0,182.1
Hamuktola,292292,62.8,465,100,1,a,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,c,b,b,a,a,c,c,b,Yes,a,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,7.4,11.1,0.0,16.0,2.3,0.0,16.4,0.0,16.4
Hamuktola No.2,292293,51.7,135,27,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,a,Yes,a,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,7.4,0.0,0.0,16.0,2.3,0.0,16.4,0.0,16.4
Khatowa Pathar Gaon,292294,402.4,518,100,1,1,1,b,,,,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,a,c,b,b,c,b,b,Yes,b,Yes,Yes,c,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,26.1,49.4,0.0,0.0,0.0,0.0,0.0,201.2,0.0,201.2
Murhani,292295,25.0,1387,272,3,2,a,a,,,,,,1.0,No,Yes,Yes,Yes,No,No,Yes,No,c,b,b,c,Yes,Yes,c,a,a,Yes,c,Yes,Yes,c,c,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,12.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,5.0
Ikarakati,292296,38.6,415,84,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,b,a,c,b,c,c,a,a,Yes,b,Yes,Yes,c,c,c,Yes,b,Yes,a,Yes,No,No,No,0.0,8.6,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Disang Kinar Bangali,292297,181.6,850,177,1,1,1,b,,1.0,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,a,c,b,a,c,c,a,Yes,b,Yes,Yes,c,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,18.0,10.2,0.0,10.0,12.1,0.0,106.2,0.0,106.2
Ghurania Bhatichuk,292298,49.1,404,96,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,a,b,a,a,c,c,b,Yes,a,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,4.1,5.1,0.0,0.0,0.0,4.3,20.3,0.0,20.3
Cheleng Chuk,292299,83.8,355,72,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,a,b,a,Yes,c,c,b,Yes,a,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,15.1,10.3,0.0,0.0,0.0,0.0,47.2,0.0,47.2
Chengelijan Habi No.2,292300,60.2,392,82,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,c,b,a,a,a,a,c,c,b,Yes,a,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,1.0,1.0,0.0,0.0,0.0,0.0,42.1,0.0,42.1
Barbam No.1,292301,179.0,540,113,2,2,1,c,,,1.0,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,a,c,a,b,c,b,a,Yes,b,Yes,Yes,c,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,21.5,40.3,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0
Chengelijan,292302,168.7,634,133,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,c,b,a,a,a,a,c,c,b,Yes,a,Yes,Yes,c,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,21.4,0.0,0.0,10.3,10.3,0.0,95.4,0.0,95.4
Cheleng,292303,111.2,437,92,1,1,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,a,b,b,Yes,c,c,b,Yes,a,Yes,Yes,c,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,11.1,0.0,0.0,10.1,4.6,0.0,65.2,0.0,65.2
Ghurania,292304,143.4,697,150,1,1,1,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,b,b,b,b,c,c,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,15.2,11.8,0.0,0.0,0.0,0.0,98.1,0.0,98.1
Tairai Gaon,292305,141.2,705,143,1,1,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,a,b,a,a,c,c,b,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,11.0,10.0,0.0,10.0,0.0,0.0,90.2,0.0,90.2
Chengelijan Habi No.1,292306,135.0,452,93,2,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,a,b,a,a,c,c,b,Yes,a,Yes,Yes,b,b,b,Yes,b,Yes,Yes,Yes,No,No,No,0.0,10.1,10.6,0.0,0.0,0.0,0.0,104.1,0.0,104.1
Barbam No.2,292307,129.0,278,50,1,1,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,a,b,a,a,c,c,c,Yes,b,Yes,Yes,b,b,b,Yes,b,Yes,a,Yes,No,No,No,0.0,11.3,0.0,0.0,1.1,0.0,0.0,105.1,0.0,105.1
Tarani Pathar,292308,161.9,234,41,1,a,b,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,c,a,a,a,b,c,b,b,Yes,a,Yes,Yes,a,b,c,a,Yes,Yes,a,Yes,No,No,No,28.1,39.7,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Hudupara,292309,119.5,456,85,1,a,a,b,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,c,Yes,,Yes,Yes,c,b,a,Yes,b,Yes,Yes,c,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,15.0,45.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konwarijan,292310,88.0,351,72,1,a,a,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,a,b,a,a,c,c,a,Yes,b,Yes,Yes,c,a,c,a,b,Yes,a,Yes,No,No,No,0.0,6.3,0.0,0.0,5.3,0.0,0.0,54.3,0.0,54.3
Nirmalia Gaon,292311,124.1,370,78,1,a,a,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,a,a,a,a,a,c,a,a,Yes,b,Yes,Yes,c,a,b,a,a,Yes,a,Yes,No,No,No,0.0,5.7,0.0,0.0,0.0,0.0,0.0,82.8,0.0,82.8
Rangali Pathar,292312,165.5,1333,296,2,1,1,a,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,a,a,a,Yes,Yes,c,a,a,Yes,b,Yes,Yes,b,a,b,a,Yes,Yes,Yes,Yes,No,Yes,No,0.0,13.0,0.0,1.2,0.0,0.0,0.0,148.1,0.0,148.1
Gethupathar,292313,294.2,1247,273,3,2,1,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,a,a,a,Yes,Yes,c,a,a,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,No,No,0.0,55.2,0.0,0.0,0.0,0.0,0.0,226.6,0.0,226.6
Nagaon Dhadumia,292314,109.3,537,114,2,1,a,a,,,1.0,,,0.0,No,No,No,Yes,No,No,No,No,Yes,a,a,a,Yes,Yes,c,a,a,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,No,No,0.0,18.6,0.0,0.0,0.0,0.0,0.0,87.2,0.0,87.2
Hajua Pathar,292315,77.6,656,141,1,b,b,a,,,,,,0.0,Yes,No,No,Yes,No,Yes,No,No,Yes,a,Yes,a,a,Yes,c,Yes,c,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,No,No,0.7,7.0,4.0,0.0,0.5,5.4,5.4,53.4,0.0,53.4
Hatigarh Block,292316,124.2,493,114,1,a,a,a,,,,,,0.0,No,No,Yes,No,Yes,Yes,No,No,Yes,a,Yes,a,a,Yes,c,Yes,c,Yes,b,Yes,Yes,b,a,c,a,a,a,Yes,Yes,No,No,No,28.0,21.2,0.0,0.0,4.0,2.0,13.4,49.0,0.0,49.0
Badhari Tipling,292317,213.8,816,176,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,a,Yes,a,a,a,c,Yes,c,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,No,No,5.3,49.6,53.5,0.0,5.4,5.4,5.4,81.9,0.0,81.9
Dihing Kinar Badhari,292318,99.0,745,166,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,a,a,a,a,Yes,c,Yes,c,Yes,b,Yes,Yes,c,a,c,a,a,Yes,Yes,Yes,No,No,No,13.5,7.9,25.3,0.0,5.0,0.0,13.5,28.7,0.0,28.7
Jagun,292320,142.3,553,132,1,1,1,a,,,,,,0.0,Yes,No,Yes,No,No,No,No,No,a,a,a,Yes,Yes,Yes,c,a,c,Yes,a,Yes,Yes,c,a,c,a,a,a,Yes,Yes,No,No,No,2.3,2.6,2.4,0.0,0.7,0.5,2.1,131.3,0.0,131.3
Dihing Kinar Bangali,292321,120.2,570,117,1,a,a,a,,,,,,0.0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,a,a,a,a,a,c,c,c,Yes,a,Yes,Yes,c,a,c,a,a,a,Yes,Yes,No,No,No,0.0,20.8,2.0,1.0,2.0,1.0,8.0,83.2,0.0,83.2
Dihing Kinar Bangali Block,292322,132.2,1187,200,1,b,b,b,,,,,,1.0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,b,b,b,Yes,b,c,b,c,Yes,c,Yes,Yes,c,b,c,b,b,Yes,Yes,Yes,No,No,No,0.0,40.2,2.0,0.3,0.0,0.3,0.0,88.4,0.0,88.4
Manmow Block (Ratanpur),292323,81.4,131,22,1,b,b,b,,,,,,0.0,No,No,Yes,Yes,Yes,No,No,No,Yes,b,b,b,b,b,c,a,c,Yes,b,Yes,Yes,c,b,c,a,a,Yes,a,Yes,No,No,No,0.0,7.5,0.0,1.2,0.0,0.0,8.7,62.0,0.0,62.0
Manmow Block (Sonapur),292324,234.6,828,166,1,a,b,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,b,b,b,b,c,a,c,Yes,b,Yes,Yes,a,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,48.4,0.0,0.0,5.2,0.0,1.6,179.8,0.0,179.8
Dihing Kinar Tiyoki,292325,16.1,157,29,1,b,b,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,c,Yes,b,Yes,Yes,a,b,c,a,b,Yes,a,Yes,No,No,No,0.0,4.3,0.0,0.0,0.0,0.0,0.0,10.7,0.0,10.7
Tiyoki,292326,163.4,426,84,1,a,a,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,a,a,a,a,a,c,b,c,Yes,a,Yes,Yes,c,a,c,a,a,Yes,a,Yes,No,No,No,0.0,26.0,0.0,40.0,1.0,2.0,0.0,92.5,0.0,92.5
Tiyoki Block,292327,90.3,151,31,1,b,b,b,,,,,,0.0,Yes,No,No,Yes,No,No,No,No,b,b,b,b,b,b,c,b,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,No,No,No,No,0.0,8.3,0.0,2.1,0.0,0.0,28.8,39.1,0.0,39.1
Tiyoki Block (Kanowar Gaon),292328,91.8,131,26,1,a,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,14.7,0.0,0.0,1.4,0.0,19.5,55.2,0.0,55.2
Ushapur Barbam Gaon,292329,37.9,166,31,1,a,,c,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,b,c,b,b,c,b,c,Yes,b,Yes,Yes,c,c,c,a,c,Yes,a,Yes,No,No,No,0.0,4.2,0.0,2.0,2.1,2.0,0.0,25.5,0.0,25.5
Usha Gaon,292330,367.6,1239,240,1,a,b,b,,,,,,1.0,Yes,No,No,Yes,No,No,No,No,Yes,c,a,c,Yes,a,c,c,c,Yes,b,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,25.7,30.2,43.1,15.4,52.0,22.3,153.5,0.0,153.5
Ushapur,292331,122.1,194,38,1,a,b,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,b,c,b,b,c,c,c,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,80.2,4.2,4.2,2.2,1.1,0.0,26.8,0.0,26.8
Gariabam,292332,260.6,1042,198,1,a,b,b,,,,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,b,c,Yes,b,c,c,c,Yes,a,Yes,Yes,c,c,c,a,c,a,Yes,Yes,No,No,No,0.0,35.0,20.6,4.2,9.9,8.9,6.2,120.4,0.0,120.4
Chengelijan,292333,143.8,748,147,1,a,b,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,b,c,a,a,c,c,c,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,34.1,0.0,2.2,0.0,0.0,0.0,107.0,0.0,107.0
